date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:11	80045/80045	---M--	200	added ('OK')	image/png	etag:%2262e8fa47-138ad%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/testi32.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/testi32.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:12	39924/39924	---M--	200	added ('OK')	image/png	etag:%2262e8fa53-9bf4%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single21.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single21.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:13	47203/47203	---M--	200	added ('OK')	image/png	etag:%2262e8fa54-b863%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single22.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single22.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:14	47848/47848	---M--	200	added ('OK')	image/png	etag:%2262e8fa54-bae8%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single23.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/blog-single23.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:15	12146/12146	---M--	200	added ('OK')	image/png	etag:%2262e8fa5c-2f72%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case1.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case1.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:16	9732/9732	---M--	200	added ('OK')	image/png	etag:%2262e8fa5c-2604%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case2.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case2.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:17	9208/9208	---M--	200	added ('OK')	image/png	etag:%2262e8fa5d-23f8%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case3.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/blog/recent-case3.png	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:19	89503/89503	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e2-15d9f%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/jquery-3.6.0.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/jquery-3.6.0.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:21	78749/78749	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e1-1339d%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/bootstrap.bundle.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/bootstrap.bundle.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:21	548118/548118	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e3-85d16%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/jquery-ui.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/jquery-ui.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:21	8183/8183	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9ea-1ff7%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/wow.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/wow.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:23	135180/135180	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e8-2100c%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/swiper-bundle.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/swiper-bundle.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:24	91966/91966	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e6-1673e%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/slick.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/slick.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:24	6014/6014	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e4-177e%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/jquery.nice-select.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/jquery.nice-select.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:26	10264/10264	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e6-2818%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/odometer.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/odometer.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:27	1832/1832	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e8-728%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/viewport.jquery.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/viewport.jquery.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:27	20219/20219	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e4-4efb%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/jquery.magnific-popup.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/jquery.magnific-popup.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:28	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e1-8a80%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/isotope.pkgd.min.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/isotope.pkgd.min.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:29	12431/12431	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262e8f9e5-308f%22	https://demo.egenslab.com/html/corelaw/preview/assets/js/main.js	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/js/main.js	(from https://demo.egenslab.com/html/corelaw/preview/index3.html)
15:04:31	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9ec-20c96%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.eot	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:32	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9ec-20c96%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.eot?	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400d41d.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:32	76736/76736	---M--	200	added ('OK')	application/font-woff2	etag:%2262e8f9f0-12bc0%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.woff2	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.woff2	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:34	89988/89988	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9f0-15f84%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:35	133988/133988	---M--	200	added ('OK')	application/octet-stream	etag:%2262e8f9ee-20b64%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.ttf	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.ttf	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:36	751644/751644	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8f9ee-b781c%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-brands-400.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:37	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9f1-84f2%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.eot	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:38	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9f1-84f2%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.eot?	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400d41d.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:38	13224/13224	---M--	200	added ('OK')	application/font-woff2	etag:%2262e8f9f4-33a8%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.woff2	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.woff2	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:40	16276/16276	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9f3-3f94%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:40	33736/33736	---M--	200	added ('OK')	application/octet-stream	etag:%2262e8f9f2-83c8%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.ttf	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.ttf	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:44	145515/145515	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8f9f2-2386b%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-regular-400.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:44	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9f5-31916%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.eot	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:44	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9f5-31916%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.eot?	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900d41d.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:45	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%2262e8f9f9-131bc%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.woff2	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.woff2	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:47	101648/101648	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9f8-18d10%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:48	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%2262e8f9f6-317f8%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.ttf	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.ttf	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:49	924025/924025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8f9f8-e1979%22	https://demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/webfonts/fa-solid-900.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/all.css)
15:04:50	292572/292572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9da-476dc%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.eot	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/boxicons.min.css)
15:04:50	102988/102988	---M--	200	added ('OK')	application/font-woff2	etag:%2262e8f9dd-1924c%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.woff2	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.woff2	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/boxicons.min.css)
15:04:52	292480/292480	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9dd-47680%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/boxicons.min.css)
15:04:53	292404/292404	---M--	200	added ('OK')	application/octet-stream	etag:%2262e8f9dc-47634%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.ttf	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.ttf	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/boxicons.min.css)
15:04:54	1126687/1126687	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8f9db-11311f%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/boxicons.svg?	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/boxiconsd41d.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/boxicons.min.css)
15:04:55	120468/120468	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9d8-1d694%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/bootstrap-icons.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/bootstrap-icons.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/bootstrap-icons.css)
15:04:56	90528/90528	---M--	200	added ('OK')	application/font-woff2	etag:%2262e8f9d8-161a0%22	https://demo.egenslab.com/html/corelaw/preview/assets/fonts/bootstrap-icons.woff2	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/fonts/bootstrap-icons.woff2	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/bootstrap-icons.css)
15:04:56	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:04:56%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_444444_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_444444_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:04:57	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:04:57%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_555555_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_555555_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:04:58	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:04:58%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_ffffff_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_ffffff_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:04:59	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:04:59%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_777620_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_777620_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:05:00	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:05:00%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_cc0000_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_cc0000_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:05:01	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:05:01%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_777777_256x240.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/images/ui-icons_777777_256x240.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/jquery-ui.css)
15:05:02	282/282	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2002%20Jan%202025%2014:05:02%20GMT	https://demo.egenslab.com/html/corelaw/preview/assets/css/ajax-loader.gif	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/ajax-loader.gif	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:03	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9fb-800%22	https://demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.eot	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:05	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262e8f9fb-800%22	https://demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.eot?	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slickd41d.eot	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:05	1380/1380	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262e8f9fc-564%22	https://demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.woff	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.woff	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:06	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2262e8f9fc-764%22	https://demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.ttf	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.ttf	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:07	2166/2166	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8f9fb-876%22	https://demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/css/fonts/slick.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/slick-theme.css)
15:05:09	484487/484487	---M--	200	added ('OK')	image/png	etag:%2262e8fa0d-76487%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/banner1-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/banner1-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:21	271/271	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa11-10f%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/banner3-lawyer-vctr.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/banner3-lawyer-vctr.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:22	7057/7057	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa6f-1b91%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/home-icon.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/home-icon.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:22	797/797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa68-31d%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/check.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/check.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:25	703800/703800	---M--	200	added ('OK')	image/png	etag:%2262e8fa28-abd38%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/contact2-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/contact2-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:25	381483/381483	---M--	200	added ('OK')	image/png	etag:%2262e8fa32-5d22b%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/info-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/info-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:26	2440/2440	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa6d-988%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/graduation-icon.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/graduation-icon.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:27	219475/219475	---M--	200	added ('OK')	image/png	etag:%2262e8fa27-35953%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/contact-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/contact-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:27	16946/16946	---M--	200	added ('OK')	image/png	etag:%2262e8fa2e-4232%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/error-back.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/error-back.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:28	82845/82845	---M--	200	added ('OK')	image/png	etag:%2262e8fa30-1439d%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/footer1-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/footer1-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:29	10957/10957	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa86-2acd%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/winner-badge.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/winner-badge.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:31	1421/1421	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa68-58d%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/dotted-arrow.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/dotted-arrow.svg	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:32	804148/804148	---M--	200	added ('OK')	image/png	etag:%2262e8fa16-c4534%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/bg/breadcrumb-bg.png	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/bg/breadcrumb-bg.png	(from https://demo.egenslab.com/html/corelaw/preview/assets/css/style.css)
15:05:32	13477/13477	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262e8fa70-34a5%22	https://demo.egenslab.com/html/corelaw/preview/assets/images/icons/intro-icon1.svg	/home/feyishola/Desktop/mydev/Codeplay/httracks/legal3/demo.egenslab.com/html/corelaw/preview/assets/images/icons/intro-icon1.svg	(from https://demo.egenslab.com/html/corelaw/preview/index.html)
